ID,longtitude,latitude,properties_url,properties_city,properties_name,properties/state,address,postal_code,provider_brand_name
28,-122.8308983,47.0410766,https://www.fredmeyer.com/rx/covid-eligibility,Lacey,Fred Meyer - Lacey,WA,700 Sleater Kinney Rd Se,98503,Fred Meyer
29,-123.8385713,46.976351,https://www.healthmartcovidvaccine.com/,Aberdeen,Aberdeen Health Mart Pharmacy,WA,1812 Sumner Avenue,98520,Health Mart
30,-122.1327619,47.6214377,https://www.healthmartcovidvaccine.com/,Bellevue,Pharmacy Plus Health Mart Pharmacy,WA,1299 156th Avenue NE #140,98007,Health Mart
31,-122.1664014,47.6290917,https://www.healthmartcovidvaccine.com/,BELLEVUE,ALTO PHARMACY,WA,13010 NE 20TH ST #200,98005,Health Mart
32,-119.4873235,46.2638047,https://www.healthmartcovidvaccine.com/,BENTON CITY,Logar Health Mart Pharmacy,WA,516 9TH ST. STE B,99320,Health Mart
33,-117.5762939,47.48693085,https://www.healthmartcovidvaccine.com/,CHENEY,CHENEY OWL PHARMACY,WA,120 F ST,99004,Health Mart
34,-117.0574781,46.4029618,https://www.healthmartcovidvaccine.com/,CLARKSTON,OWL TRI-STATE PHARMACY,WA,1275 HIGHLAND AVE,99403,Health Mart
35,-117.3643729,46.8803555,https://www.healthmartcovidvaccine.com/,Colfax,Tick Klock Health Mart Pharmacy,WA,S 109 MAIN,99111,Health Mart
36,-117.9809973,46.3195032,https://www.healthmartcovidvaccine.com/,DAYTON,Elk Drug Health Mart,WA,176 EAST MAIN STREET,99328,Health Mart
37,-121.9857392,47.7411084,https://www.healthmartcovidvaccine.com/,Duvall,Duvall Family Health Mart,WA,15602 MAIN ST,98019,Health Mart
38,-120.2930296,47.4131879,https://www.healthmartcovidvaccine.com/,EAST WENATCHEE,Washington Valley Pharmacy LLC,WA,636 VALLEY MALL PKWY #7,98802,Health Mart
39,-122.3120999,47.3162184,https://www.healthmartcovidvaccine.com/,FEDERAL WAY,Highland Health Mart Pharmacy,WA,"31840 Pacific Hwy S., Suite #A2",98003,Health Mart
40,-121.9668797,48.0836494,https://www.healthmartcovidvaccine.com/,GRANITE FALLS,Pharm-A-Save,WA,207 E STANLEY ST #A,98252,Health Mart
41,-122.5044919,47.1555866,https://www.healthmartcovidvaccine.com/,LAKEWOOD,INTERNATIONAL PHARMACY,WA,11228 BRIDGEPORT WAY SW,98499,Health Mart
42,-117.0440532,48.1784513,https://www.healthmartcovidvaccine.com/,Newport,Seeber's Health Mart Pharmacy,WA,336 S WASHINGTON,99156,Health Mart
43,-118.6911268,47.3332931,https://www.healthmartcovidvaccine.com/,Odessa,Odessa Drugs Health Mart Pharmacy,WA,19 WEST FIRST AVE,99159,Health Mart
44,-119.435826,48.939179,https://www.healthmartcovidvaccine.com/,OROVILLE,OROVILLE PHARMACY,WA,1416 MAIN ST,98844,Health Mart
45,-122.5955464,47.5324309,https://www.healthmartcovidvaccine.com/,PORT ORCHARD,SOUTH PARK REXALL,WA,1743 VILLAGE LN SE,98366,Health Mart
46,-122.7682268,48.1098565,https://www.healthmartcovidvaccine.com/,PORT TOWNSEND,Jefferson Family Pharmacy,WA,2005 E SIMS WAY,98368,Health Mart
47,-119.7860556,46.2168694,https://www.healthmartcovidvaccine.com/,PROSSER,Benton Southgate Pharmacy,WA,471 WINE COUNTRY RD,99350,Health Mart
48,-119.8739377,47.2306943,https://www.healthmartcovidvaccine.com/,QUINCY,WASHINGTON PHARMACY,WA,918 13TH AVE SW SUITE F,98848,Health Mart
49,-122.1422588,47.6477211,https://www.healthmartcovidvaccine.com/,REDMOND,OVERLAKE PHARMACY,WA,4124 148TH AVE NE STE J,98052,Health Mart
50,-122.1656599,47.4880921,https://www.healthmartcovidvaccine.com/,RENTON,HimeRx Pharmacy,WA,3901 NE 4TH ST SUITE 102A,98056,Health Mart
51,-118.7376682,48.6478654,https://www.healthmartcovidvaccine.com/,REPUBLIC,Republic Drug Store,WA,6 N CLARK AVE,99166,Health Mart
52,-117.5823291,47.0920236,https://www.healthmartcovidvaccine.com/,Saint John,St. John Health Mart Pharmacy,WA,10 E FRONT ST,99171,Health Mart
53,-122.3254487,47.597326,https://www.healthmartcovidvaccine.com/,Seattle,Lukes Health Mart Pharmacy,WA,611 Maynard Avenue S,98104,Health Mart
54,-122.2801409,47.5369002,https://www.healthmartcovidvaccine.com/,Seattle,OTHELLO STATION PHARMACY,WA,4219 S OTHELLO ST #105F,98118,Health Mart
55,-122.3020651,47.5839407,https://www.healthmartcovidvaccine.com/,SEATTLE,Nguyen Pharmacy #1,WA,"2120 RAINIER AVE S, STE A",98144,Health Mart
56,-122.3161073,47.5996933,https://www.healthmartcovidvaccine.com/,SEATTLE,NGUYEN PHARMACY #2,WA,1221 S. MAIN ST STE 103,98144,Health Mart
57,-117.2365562,47.6721382,https://www.healthmartcovidvaccine.com/,SPOKANE,Valley Mission Homecare Pharmacy,WA,12509 E MISSION AVE # 103,99216,Health Mart
58,-117.3896484,47.68935013,https://www.healthmartcovidvaccine.com/,SPOKANE,LIDGERWOOD OWL PHARMACY,WA,220 E ROWAN AVE #170,99207,Health Mart
59,-122.5357374,47.2208474,https://www.healthmartcovidvaccine.com/,UNIVERSITY PLACE,UP Pharmacy,WA,7311 40TH ST W,98466,Health Mart
60,-122.5666445,45.6238569,https://www.healthmartcovidvaccine.com/,VANCOUVER,PREFERRED RX PHARMACY INC,WA,10303 NE FOURTH PLAIN BLVD STE 109,98662,Health Mart
61,-120.3225673,47.4342759,https://www.healthmartcovidvaccine.com/,Wenatchee,Wenatchee Clinic Health Mart Pharmacy,WA,9TH & CHELAN ST,98807,Health Mart
62,-120.5586953,46.592711,https://www.healthmartcovidvaccine.com/,Yakima,Tieton Village Health Mart Pharmacy,WA,3708 Tieton Drive,98902,Health Mart
63,-122.76,47.06,https://www.costco.com/covid-vaccine.html,LACEY,Lacey,WA,1470 MARVIN RD NE,98516,Costco
64,-122.918,46.997,https://www.costco.com/covid-vaccine.html,TUMWATER,Tumwater,WA,5500 LITTLEROCK RD SW,98512,Costco
65,-122.207,47.905,https://www.costco.com/covid-vaccine.html,EVERETT,Everett WA,WA,10200 19TH AVE SE,98208,Costco
66,-117.044,46.423,https://www.costco.com/covid-vaccine.html,CLARKSTON,Clarkston,WA,301 5TH ST,99403,Costco
67,-122.251,47.445,https://www.costco.com/covid-vaccine.html,TUKWILA,Tukwila,WA,400 COSTCO DR STE 150,98188,Costco
68,-122.1045348,47.6705363,https://www.fredmeyer.com/rx/covid-eligibility,Redmond,Fred Meyer - Redmond,WA,17667 Ne 76Th St,98052,Fred Meyer
69,-122.309,47.156,https://www.costco.com/covid-vaccine.html,PUYALLUP,Puyallup,WA,1201 39TH AVE SW,98373,Costco
70,-122.1184991,47.3563794,https://www.fredmeyer.com/rx/covid-eligibility,Covington,Fred Meyer - Covington,WA,16735 Se 272Nd St,98042,Fred Meyer
71,-122.0188408,47.3638952,https://www.fredmeyer.com/rx/covid-eligibility,Maple Valley,Fred Meyer - Maple Valley,WA,26520 Maple Valley-Black Diamond Rd Se,98038,Fred Meyer
72,-119.188261,46.272,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,Pasco,Pasco Supercenter,WA,4820 N Road 68,99301,Walmart
73,-122.338,48.454,https://www.costco.com/covid-vaccine.html,BURLINGTON,Burlington WA,WA,1725 S BURLINGTON BLVD,98233,Costco
74,-122.276,47.834,https://www.costco.com/covid-vaccine.html,LYNNWOOD,Lynnwood,WA,18109 33RD AVE W,98037,Costco
75,-120.282,47.402,https://www.costco.com/covid-vaccine.html,EAST WENATCHEE,Wenatchee,WA,375 HIGHLINE DR,98802,Costco
76,-122.158,47.166,https://www.costco.com/covid-vaccine.html,BONNEY LAKE,Bonney Lake,WA,9801 204TH AVE E,98391,Costco
77,-122.093,47.667,https://www.costco.com/covid-vaccine.html,REDMOND,Redmond,WA,7725 188TH AVE NE,98052,Costco
78,-122.05,47.551,https://www.costco.com/covid-vaccine.html,ISSAQUAH,Issaquah,WA,1801 10TH AVE NW,98027,Costco
79,-122.387278,47.560911,https://pharmaca.as.me/westseattle,Seattle,Seattle (West Seattle),WA,4707 California Avenue SW,98116,Pharmaca
80,-122.473,45.622,https://www.costco.com/covid-vaccine.html,CAMAS,E Vancouver WA,WA,19610 SE 1ST ST,98607,Costco
81,-122.515,48.791,https://www.costco.com/covid-vaccine.html,BELLINGHAM,Bellingham,WA,4125 ARCTIC AVE,98226,Costco
82,-122.314,47.287,https://www.costco.com/covid-vaccine.html,FEDERAL WAY,Federal Way,WA,35100 ENCHANTED PKWY S,98003,Costco
83,-122.604,45.684,https://www.costco.com/covid-vaccine.html,VANCOUVER,Vancouver WA,WA,6720 NE 84TH ST,98665,Costco
84,-122.601,47.359,https://www.costco.com/covid-vaccine.html,GIG HARBOR,Gig Harbor,WA,10990 HARBOR HILL DR NW,98332,Costco
85,-122.662799,45.686816,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,Vancouver,Vancouver Store,WA,9000 Ne Highway 99,98665,Walmart
86,-122.47981,45.61835,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,Vancouver,Vancouver Supercenter,WA,430 Se 192nd Ave,98683,Walmart
87,-122.3357,47.660904,https://pharmaca.as.me/wallingford,Seattle,Seattle (Wallingford),WA,1815 North 45th Street,98103,Pharmaca
88,-122.128004,47.674822,https://pharmaca.as.me/redmond,Redmond,Redmond,WA,15840 Redmond Way,98052,Pharmaca
89,-122.5015067,45.6058395,https://www.fredmeyer.com/rx/covid-eligibility,Vancouver,Fred Meyer - Fishers Landing,WA,16600 Se Mcgillivray Blvd,98683,Fred Meyer
90,-122.3477418,47.7621166,https://www.fredmeyer.com/rx/covid-eligibility,Shoreline,Fred Meyer - Shoreline,WA,18325 Aurora Ave N,98133,Fred Meyer
91,-122.2263041,47.3153441,https://www.fredmeyer.com/rx/covid-eligibility,Auburn,Fred Meyer - Auburn,WA,801 Auburn Way N,98002,Fred Meyer
92,-121.972124,47.865754,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,Monroe,Monroe Supercenter,WA,19191 N Kelsey St,98272,Walmart
93,-122.348,47.6167,https://www.riteaid.com/pharmacy/covid-qualifier,Seattle,Rite Aid,WA,2603 Third Avenue,98121,Rite Aid
94,-122.5456683,45.78166818,https://www.walgreens.com/findcare/vaccination/covid-19,BATTLE GROUND,Walgreen Drug Store,WA,808 W MAIN ST,98604,Walgreens
95,-122.8238424,47.0368815,https://www.walgreens.com/findcare/vaccination/covid-19,LACEY,Walgreen Drug Store,WA,4540 LACEY BLVD SE,98503,Walgreens
96,-122.6040429,47.35929971,https://www.walgreens.com/findcare/vaccination/covid-19,GIG HARBOR,Walgreen Drug Store,WA,4840 BORGEN BLVD NW,98332,Walgreens
97,-122.1314802,47.5824812,https://www.kroger.com/rx/covid-eligibility,Bellevue,Covid-19 Testing - T-Mobile Bellevue,WA,3255 160th Ave SE,98008,Kroger COVID
98,-122.172531,47.572888,https://www.walmart.com/pharmacy/clinical-services/immunization/scheduled?imzType=covid,Bellevue,Bellevue Store,WA,12620 Se 41st Pl,98006,Walmart
99,-117.1056648,47.67070192,https://www.walgreens.com/findcare/vaccination/covid-19,LIBERTY LAKE,Walgreen Drug Store,WA,1502 N LIBERTY LAKE RD,99019,Walgreens
100,-117.2819193,47.68160591,https://www.walgreens.com/findcare/vaccination/covid-19,MILLWOOD,Walgreen Drug Store,WA,2702 N ARGONNE RD,99212,Walgreens
101,-117.4051895,47.76967799,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,12315 HWY 395,99218,Walgreens
102,-117.4122041,47.72975222,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,7905 N DIVISION ST,99208,Walgreens
103,-117.4103935,47.6926444,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,12 E EMPIRE AVE,99207,Walgreens
104,-117.402657,47.62836641,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,2830 S GRAND BLVD,99203,Walgreens
105,-117.4375976,47.68048545,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,1708 W NORTHWEST BLVD,99205,Walgreens
106,-117.3783683,47.70109303,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreen Drug Store,WA,2105 E WELLESLEY AVE,99207,Walgreens
107,-117.239394,47.656643,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE VALLEY,Walgreen Drug Store,WA,12312 E SPRAGUE AVE,99216,Walgreens
108,-117.1960658,47.65604972,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE VALLEY,Walgreen Drug Store,WA,15510 E SPRAGUE AVE,99037,Walgreens
109,-117.4257884,47.65166707,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Walgreens Pharmacy at Deaconnes Hospital,WA,910 W 5TH AVE,99204,Walgreens
110,-117.4176225,47.65333432,https://www.walgreens.com/findcare/vaccination/covid-19,SPOKANE,Community Pharmacy,WA,327 W 3RD AVE,99201,Walgreens
111,-122.3705841,45.58435509,https://www.walgreens.com/findcare/vaccination/covid-19,CAMAS,Walgreen Drug Store,WA,3328 NE 3RD AVE,98607,Walgreens
112,-122.6117064,48.50815618,https://www.walgreens.com/findcare/vaccination/covid-19,ANACORTES,Walgreen Drug Store,WA,909 17TH ST,98221,Walgreens
113,-122.4602827,48.77168595,https://www.walgreens.com/findcare/vaccination/covid-19,BELLINGHAM,Walgreen Drug Store,WA,1070 E SUNSET DR,98226,Walgreens
114,-122.4853385,48.78928761,https://www.walgreens.com/findcare/vaccination/covid-19,BELLINGHAM,Walgreen Drug Store,WA,4090 MERIDIAN ST,98226,Walgreens
115,-122.4696004,48.73455144,https://www.walgreens.com/findcare/vaccination/covid-19,BELLINGHAM,Walgreen Drug Store,WA,125 S SAMISH WAY,98225,Walgreens
116,-122.3363221,48.47136277,https://www.walgreens.com/findcare/vaccination/covid-19,BURLINGTON,Walgreen Drug Store,WA,623 S BURLINGTON BLVD,98233,Walgreens
117,-122.5841617,48.84420995,https://www.walgreens.com/findcare/vaccination/covid-19,FERNDALE,Walgreen Drug Store,WA,1901 MAIN ST,98248,Walgreens
118,-122.2445789,48.50665232,https://www.walgreens.com/findcare/vaccination/covid-19,SEDRO WOOLLEY,Walgreen Drug Store,WA,320 HARRISON ST,98284,Walgreens
119,-122.208373,47.80830517,https://www.walgreens.com/findcare/vaccination/covid-19,BOTHELL,Walgreen Drug Store,WA,20812 BOTHELL EVERETT HWY,98021,Walgreens
120,-122.2009232,47.98804711,https://www.walgreens.com/findcare/vaccination/covid-19,EVERETT,Walgreen Drug Store,WA,2205 BROADWAY,98201,Walgreens
121,-122.2074291,47.87896172,https://www.walgreens.com/findcare/vaccination/covid-19,EVERETT,Walgreen Drug Store,WA,13110 BOTHELL EVERETT HWY,98208,Walgreens
122,-122.2397772,47.89614202,https://www.walgreens.com/findcare/vaccination/covid-19,EVERETT,Walgreen Drug Store,WA,11216 4TH AVE W,98204,Walgreens
123,-122.218437,47.93567984,https://www.walgreens.com/findcare/vaccination/covid-19,EVERETT,Walgreen Drug Store,WA,6807 EVERGREEN WAY,98203,Walgreens
124,-122.1085865,48.00261957,https://www.walgreens.com/findcare/vaccination/covid-19,LAKE STEVENS,Walgreen Drug Store,WA,718 91ST AVE NE,98258,Walgreens
125,-122.323099,47.810699,https://www.walgreens.com/findcare/vaccination/covid-19,LYNNWOOD,Walgreen Drug Store,WA,20725 HIGHWAY 99,98036,Walgreens
126,-122.2462322,47.84894581,https://www.walgreens.com/findcare/vaccination/covid-19,LYNNWOOD,Walgreen Drug Store,WA,16423 LARCH WAY,98037,Walgreens
127,-122.1761675,48.05210187,https://www.walgreens.com/findcare/vaccination/covid-19,MARYSVILLE,Walgreen Drug Store,WA,404 STATE AVE,98270,Walgreens
128,-122.294043,47.90566158,https://www.walgreens.com/findcare/vaccination/covid-19,MUKILTEO,Walgreen Drug Store,WA,10200 MUKILTEO SPEEDWAY,98275,Walgreens
129,-122.5143511,47.63654201,https://www.walgreens.com/findcare/vaccination/covid-19,BAINBRIDGE ISLAND,Walgreen Drug Store,WA,1315 WINTERGREEN LANE NE,98110,Walgreens
130,-122.3647413,47.79107238,https://www.walgreens.com/findcare/vaccination/covid-19,EDMONDS,Walgreen Drug Store,WA,9797 EDMONDS WAY,98020,Walgreens
131,-122.3761161,47.69075265,https://www.walgreens.com/findcare/vaccination/covid-19,SEATTLE,Walgreen Drug Store,WA,8500 15TH AVE NW,98117,Walgreens
132,-122.3448044,47.73477701,https://www.walgreens.com/findcare/vaccination/covid-19,SHORELINE,Walgreen Drug Store,WA,14510 AURORA AVE N,98133,Walgreens
133,-122.3453367,47.75674727,https://www.walgreens.com/findcare/vaccination/covid-19,SHORELINE,Walgreen Drug Store,WA,17524 AURORA AVE N,98133,Walgreens
134,-122.6946491,47.65111153,https://www.walgreens.com/findcare/vaccination/covid-19,SILVERDALE,Walgreen Drug Store,WA,9709 SILVERDALE WAY NW,98383,Walgreens
135,-122.6574407,48.28796506,https://www.walgreens.com/findcare/vaccination/covid-19,OAK HARBOR,Walgreen Drug Store,WA,31490 STATE ROUTE 20,98277,Walgreens
136,-123.4167738,48.1130809,https://www.walgreens.com/findcare/vaccination/covid-19,PORT ANGELES,Walgreen Drug Store,WA,932 E FRONT ST,98362,Walgreens
137,-123.1125914,48.08004962,https://www.walgreens.com/findcare/vaccination/covid-19,SEQUIM,Walgreen Drug Store,WA,490 W WASHINGTON ST,98382,Walgreens
138,-122.2200636,47.32081159,https://www.walgreens.com/findcare/vaccination/covid-19,AUBURN,Walgreen Drug Store,WA,1416 HARVEY RD NE,98002,Walgreens
139,-122.208358,47.2451238,https://www.walgreens.com/findcare/vaccination/covid-19,AUBURN,Walgreen Drug Store,WA,1502 LAKE TAPPS PKWY SE,98092,Walgreens
140,-122.2126305,47.29326527,https://www.walgreens.com/findcare/vaccination/covid-19,AUBURN,Walgreen Drug Store,WA,1701 AUBURN WAY S,98002,Walgreens
141,-122.1120713,47.3587744,https://www.walgreens.com/findcare/vaccination/covid-19,COVINGTON,Walgreen Drug Store,WA,27130 172ND AVE SE,98042,Walgreens
142,-121.988444,47.20020584,https://www.walgreens.com/findcare/vaccination/covid-19,ENUMCLAW,Walgreen Drug Store,WA,1350 GARRETT ST,98022,Walgreens
143,-122.1647662,47.35866635,https://www.walgreens.com/findcare/vaccination/covid-19,KENT,Walgreen Drug Store,WA,27112 132ND AVE SE,98042,Walgreens
144,-122.1541664,47.61678086,https://www.walgreens.com/findcare/vaccination/covid-19,BELLEVUE,Walgreen Drug Store,WA,647 140TH AVE NE,98005,Walgreens
145,-122.1328733,47.63072117,https://www.walgreens.com/findcare/vaccination/covid-19,BELLEVUE,Walgreen Drug Store,WA,15585 NE 24TH ST,98007,Walgreens
146,-122.187098,47.62107754,https://www.walgreens.com/findcare/vaccination/covid-19,BELLEVUE,Walgreens Pharmacy at Overlake Hospital Medical,WA,1135 116TH AVE NE,98004,Walgreens
147,-122.0372862,47.54520404,https://www.walgreens.com/findcare/vaccination/covid-19,ISSAQUAH,Walgreen Drug Store,WA,6300 E LAKE SAMMAMISH PKWY SE,98029,Walgreens
148,-122.173499,47.678999,https://www.walgreens.com/findcare/vaccination/covid-19,KIRKLAND,Walgreen Drug Store,WA,12405 NE 85TH ST,98033,Walgreens
149,-122.2110416,47.7048541,https://www.walgreens.com/findcare/vaccination/covid-19,KIRKLAND,Walgreen Drug Store,WA,11607 98TH AVE NE,98034,Walgreens
150,-122.2960986,47.84578973,https://www.walgreens.com/findcare/vaccination/covid-19,LYNNWOOD,Walgreen Drug Store,WA,16824 HIGHWAY 99,98037,Walgreens
151,-122.0216659,47.36217514,https://www.walgreens.com/findcare/vaccination/covid-19,MAPLE VALLEY,Walgreen Drug Store,WA,26705 MAPLE VALLEY BLACK DIAMOND RD SE,98038,Walgreens
152,-122.2344423,47.5861927,https://www.walgreens.com/findcare/vaccination/covid-19,MERCER ISLAND,Walgreen Drug Store,WA,7707 SE 27TH ST,98040,Walgreens
153,-122.2179307,47.48015298,https://www.walgreens.com/findcare/vaccination/covid-19,RENTON,Walgreen Drug Store,WA,275 RAINIER AVE S,98057,Walgreens
154,-122.1769101,47.50262422,https://www.walgreens.com/findcare/vaccination/covid-19,RENTON,Walgreen Drug Store,WA,3011 NE SUNSET BLVD,98056,Walgreens
155,-122.1635549,47.48832612,https://www.walgreens.com/findcare/vaccination/covid-19,RENTON,Walgreen Drug Store,WA,4105 NE 4TH ST,98059,Walgreens
156,-122.287467,47.56365124,https://www.walgreens.com/findcare/vaccination/covid-19,SEATTLE,Walgreen Drug Store,WA,4412 RAINIER AVE S,98118,Walgreens
157,-122.2920753,47.73353658,https://www.walgreens.com/findcare/vaccination/covid-19,SEATTLE,Walgreen Drug Store,WA,14352 LAKE CITY WAY NE,98125,Walgreens
158,-122.318247,47.70824188,https://www.walgreens.com/findcare/vaccination/covid-19,SEATTLE,Walgreen Drug Store,WA,859 NE NORTHGATE WAY,98125,Walgreens
159,-122.0797176,47.75533569,https://www.walgreens.com/findcare/vaccination/covid-19,WOODINVILLE,Walgreen Drug Store,WA,17520 AVONDALE RD NE,98077,Walgreens
160,-117.0436747,46.41946097,https://www.walgreens.com/findcare/vaccination/covid-19,CLARKSTON,Walgreen Drug Store,WA,425 BRIDGE ST,99403,Walgreens
161,-120.2828714,47.40572268,https://www.walgreens.com/findcare/vaccination/covid-19,EAST WENATCHEE,Walgreen Drug Store,WA,470 GRANT RD,98802,Walgreens
162,-119.2774088,47.13223329,https://www.walgreens.com/findcare/vaccination/covid-19,MOSES LAKE,Walgreen Drug Store,WA,200 E BROADWAY AVE,98837,Walgreens
163,-120.3255428,47.43643584,https://www.walgreens.com/findcare/vaccination/covid-19,WENATCHEE,Walgreen Drug Store,WA,1050 N MILLER ST,98801,Walgreens
164,-119.174543,46.18500158,https://www.walgreens.com/findcare/vaccination/covid-19,KENNEWICK,Walgreen Drug Store,WA,4000 W 27TH AVE,99337,Walgreens
165,-119.1595648,46.21264729,https://www.walgreens.com/findcare/vaccination/covid-19,KENNEWICK,Walgreen Drug Store,WA,2800 W CLEARWATER AVE,99336,Walgreens
166,-119.1871036,46.27737183,https://www.walgreens.com/findcare/vaccination/covid-19,PASCO,Walgreen Drug Store,WA,5506 N ROAD 68,99301,Walgreens
167,-119.1178757,46.24196741,https://www.walgreens.com/findcare/vaccination/covid-19,PASCO,Walgreen Drug Store,WA,2005 W COURT ST,99301,Walgreens
168,-119.2654113,46.22669579,https://www.walgreens.com/findcare/vaccination/covid-19,RICHLAND,Walgreen Drug Store,WA,585 GAGE BLVD,99352,Walgreens
169,-119.2751371,46.29468059,https://www.walgreens.com/findcare/vaccination/covid-19,RICHLAND,Walgreen Drug Store,WA,1601 GEORGE WASHINGTON WAY,99354,Walgreens
170,-118.3454646,46.04901909,https://www.walgreens.com/findcare/vaccination/covid-19,WALLA WALLA,Walgreen Drug Store,WA,633 W TIETAN ST,99362,Walgreens
171,-122.2953962,47.39509874,https://www.walgreens.com/findcare/vaccination/covid-19,DES MOINES,Walgreen Drug Store,WA,23003 PACIFIC HWY S,98198,Walgreens
172,-122.3020526,47.34299327,https://www.walgreens.com/findcare/vaccination/covid-19,FEDERAL WAY,Walgreen Drug Store,WA,28817 MILITARY RD S,98003,Walgreens
